source_row_id,names,orig_title,release_year,reason,unmatched_reason,best_candidate_title,best_candidate_original_title,best_candidate_year,best_candidate_tmdb_id,best_candidate_confidence,duplicate_of_tmdb_id
6906,"Man, Woman & the Wall",聴かれた女,2006.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
6913,Pleasantville,Pleasantville,1999.0,Confidence below threshold (0.75 < 0.82).,Confidence below threshold (0.75 < 0.82).,The Art of 'Pleasantville',The Art of 'Pleasantville',1999.0,1536623.0,0.752,
6923,Esther,Esther,2000.0,Confidence below threshold (0.78 < 0.82).,Confidence below threshold (0.78 < 0.82).,Esther Kahn,Esther Kahn,2000.0,61578.0,0.7773,
6929,TEKKEN: A Man Called X,TEKKEN: A Man Called X,2014.0,Best title similarity below threshold.,Best title similarity below threshold.,Tekken 2: Kazuya's Revenge,Tekken 2: Kazuya's Revenge,2014.0,286548.0,0.6542,
6937,The Gift,The Gift,2001.0,Confidence below threshold (0.72 < 0.82).,Confidence below threshold (0.72 < 0.82).,The Gift of the Magi,The Gift of the Magi,2001.0,769734.0,0.7185,
6938,The Gift,The Gift,2001.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
6946,Corona Papers,കൊറോണ പേപ്പേഴ്സ്,2023.0,Not released status.,Not released status.,,,,,,
6955,The Life Aquatic with Steve Zissou,The Life Aquatic with Steve Zissou,2005.0,Confidence below threshold (0.79 < 0.82).,Confidence below threshold (0.79 < 0.82).,On the Set: 'The Life Aquatic with Steve Zissou',On the Set: 'The Life Aquatic with Steve Zissou',2005.0,584781.0,0.7904,
6964,Collide,Collide,2017.0,Confidence below threshold (0.69 < 0.82).,Confidence below threshold (0.69 < 0.82).,Colliden,Colliden,2017.0,1628084.0,0.6892,
6965,The Fighter,The Fighter,2011.0,Confidence below threshold (0.71 < 0.82).,Confidence below threshold (0.71 < 0.82).,Foo Fighters -T in The Park,Foo Fighters -T in The Park,2011.0,155488.0,0.7057,
6983,Hang 'em High,Hang 'em High,1970.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
6990,See You Soon,See You Soon,2022.0,Confidence below threshold (0.80 < 0.82).,Confidence below threshold (0.80 < 0.82).,See You Soon,See You Soon,,1210562.0,0.7973,
6996,Neige,Neige,2023.0,Best title similarity below threshold.,Best title similarity below threshold.,Noir comme neige : Morts au Sommet,Noir comme neige : Morts au Sommet,2023.0,1073628.0,0.5904,
7000,Batman,Batman,1967.0,Best title similarity below threshold.,Best title similarity below threshold.,Kerb Drill with Batman!,Kerb Drill with Batman!,1967.0,1078958.0,0.6462,
7004,The Gift,The Gift,2015.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
7011,The Nutcracker: The Untold Story,The Nutcracker in 3D,2011.0,Confidence below threshold (0.74 < 0.82).,Confidence below threshold (0.74 < 0.82).,The Nutcracker,The Nutcracker,2010.0,49852.0,0.7432,
7013,Working Girl,Working Girl,1989.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,Working Girl,Working Girl,1988.0,3525.0,0.8073,
7063,Firebird,Firebird,2022.0,Best title similarity below threshold.,Best title similarity below threshold.,The Lion and the Firebird,The Lion and the Firebird,2022.0,1036024.0,0.6805,
7064,Bitch Slap,Bitch Slap,2010.0,Best title similarity below threshold.,Best title similarity below threshold.,Behind Bitch Slap: Building a Better B-Movie,Behind Bitch Slap: Building a Better B-Movie,2010.0,1420004.0,0.6346,
7079,Street Fighter,Street Fighter,1995.0,Best title similarity below threshold.,Best title similarity below threshold.,Street Fighter II: Return to Fujiwara Capital,ストリートファイターⅡ よみがえる藤原京 時を駆けたファイターたち,1995.0,167614.0,0.5145,
7089,The Great Gatsby,The Great Gatsby,1974.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
7095,Creep,Creep,2005.0,Best title similarity below threshold.,Best title similarity below threshold.,Creepies 2: Las Vegas Attack,Creepies 2: Las Vegas Attack,2005.0,466316.0,0.5887,
7101,Le Samouraï,Le Samouraï,1994.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
7134,R-Rated Idol Seung-ha's Sex Scandal,18금 아이돌 승하의 섹스 스캔들,2020.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
7142,極道記者2 馬券転生篇,極道記者2 馬券転生篇,1994.0,duplicate_tmdb_id,duplicate_tmdb_id,The Wicked Reporter 2: The Rebirth of Horserace Betting,極道記者２　馬券転生篇,1994.0,561458.0,0.8594,561458.0
7158,Initiation,Initiation,2020.0,Confidence below threshold (0.62 < 0.82).,Confidence below threshold (0.62 < 0.82).,The Initiation Well,The Initiation Well,2020.0,704693.0,0.6201,
7167,Benji,Benji,2018.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
7176,Alone,Alone,2021.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
7181,"The Cook, the Thief, His Wife & Her Lover","The Cook, the Thief, His Wife & Her Lover",1990.0,Confidence below threshold (0.80 < 0.82).,Confidence below threshold (0.80 < 0.82).,"The Cook, the Thief, His Wife & Her Lover","The Cook, the Thief, His Wife & Her Lover",1989.0,7452.0,0.8034,
7183,Annette,Annette,2021.0,Confidence below threshold (0.80 < 0.82).,Confidence below threshold (0.80 < 0.82).,Annette,Annette,2021.0,424277.0,0.7987,
7186,In Fabric,In Fabric,2019.0,Best title similarity below threshold.,Best title similarity below threshold.,American Factory,American Factory,2019.0,565716.0,0.6077,
7198,Requiem for a Dream,Requiem for a Dream,2001.0,Confidence below threshold (0.78 < 0.82).,Confidence below threshold (0.78 < 0.82).,The Making of Requiem for a Dream,The Making of Requiem for a Dream,2001.0,782414.0,0.7807,
7201,Journey to the Center of the Earth,Journey to the Center of the Earth,2008.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
7203,Crossroads,Crossroads,1986.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
7204,Gambit,Gambit,2013.0,Confidence below threshold (0.74 < 0.82).,Confidence below threshold (0.74 < 0.82).,Rwanda Gambit,Rwanda Gambit,2013.0,751932.0,0.7406,
7215,Cinderella,Cenerentola,2011.0,Confidence below threshold (0.69 < 0.82).,Confidence below threshold (0.69 < 0.82).,La Cenerentola,La Cenerentola,,1089558.0,0.688,
7216,Cinderella,Cenerentola,2011.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
7229,Mia,Mia,2023.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,Mia,Mia,2023.0,1172096.0,0.925,
7231,The Hunt for the Hidden Relic,Das Jesus Video,2002.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
7233,The Magic Roundabout,The Magic Roundabout,2007.0,Best title similarity below threshold.,Best title similarity below threshold.,Doogal,Doogal,2006.0,24432.0,0.4118,
7242,High Noon,High Noon,2004.0,Best title similarity below threshold.,Best title similarity below threshold.,Latin Dragon,Latin Dragon,2004.0,68416.0,0.5938,
7257,Terminal,Terminal,2019.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,Terminal,Terminal,2019.0,1642736.0,0.9271,
7260,Animal World,动物世界,2018.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,Animal World,Animal World,2018.0,1238860.0,0.923,
7264,The Last Man,The Last Man,2019.0,Confidence below threshold (0.82 < 0.82).,Confidence below threshold (0.82 < 0.82).,The Last White Man,The Last White Man,2019.0,1561657.0,0.8189,
7265,The Last Unicorn,The Last Unicorn,1986.0,Confidence below threshold (0.79 < 0.82).,Confidence below threshold (0.79 < 0.82).,The Last Unicorn,The Last Unicorn,,984881.0,0.7942,
7267,The Entity,The Entity,1983.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,The Entity,The Entity,1982.0,24740.0,0.8254,
7270,Pi,Pi,1999.0,Best title similarity below threshold.,Best title similarity below threshold.,American Pie,American Pie,1999.0,2105.0,0.5863,
7273,Black Water,Black Water,2007.0,Confidence below threshold (0.82 < 0.82).,Confidence below threshold (0.82 < 0.82).,Black Water,Black Water,2008.0,14138.0,0.8184,
7284,"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea",1955.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
7293,Batman: Mask of the Phantasm,Batman: Mask of the Phantasm,1994.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,Batman: Mask of the Phantasm,Batman: Mask of the Phantasm,1993.0,14919.0,0.8101,
7298,Blood Ties,Blood Ties,2014.0,Confidence below threshold (0.76 < 0.82).,Confidence below threshold (0.76 < 0.82).,Blood Ties,Les Liens de sang,2014.0,368349.0,0.7609,
7300,Godzilla,ゴジラ,1954.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
7327,Stalingrad,Stalingrad,1995.0,Best title similarity below threshold.,Best title similarity below threshold.,"Stalingrad, avec ou sans nous ?","Stalingrad, avec ou sans nous ?",,929418.0,0.4195,
7336,Derailed,Derailed,2006.0,Confidence below threshold (0.68 < 0.82).,Confidence below threshold (0.68 < 0.82).,The Making of Derailed,The Making of Derailed,2006.0,485234.0,0.6833,
7337,Minions: Home Makeover,Minions: Home Makeover,2010.0,Confidence below threshold (0.80 < 0.82).,Confidence below threshold (0.80 < 0.82).,Home Makeover,Home Makeover,2010.0,54553.0,0.7971,
7341,Agent Cody Banks,Agent Cody Banks,2004.0,Confidence below threshold (0.73 < 0.82).,Confidence below threshold (0.73 < 0.82).,Agent Cody Banks 2: Destination London,Agent Cody Banks 2: Destination London,2004.0,17047.0,0.7339,
7345,Rudolph the Red-Nosed Reindeer,Rudolph the Red-Nosed Reindeer,1968.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
7354,Black Sheep,Black Sheep,2007.0,Confidence below threshold (0.72 < 0.82).,Confidence below threshold (0.72 < 0.82).,"White Lies, Black Sheep","White Lies, Black Sheep",2007.0,493318.0,0.7188,
7360,Upside Down,Upside Down,2013.0,Best title similarity below threshold.,Best title similarity below threshold.,UPSIDEdown,Kopfüber,2013.0,166878.0,0.64,
7362,The Little Vampire 3D,The Little Vampire 3D,2021.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
7366,Cat People,Cat People,1982.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
7372,The Grandmaster,一代宗師,2014.0,Confidence below threshold (0.75 < 0.82).,Confidence below threshold (0.75 < 0.82).,The Grandmaster,一代宗師,2013.0,44865.0,0.75,
7383,50/50,50/50,2012.0,Best title similarity below threshold.,Best title similarity below threshold.,50 pesos argentinos,50 pesos argentinos,2012.0,801936.0,0.5346,
7397,The Kid,The Kid,2000.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
7406,The Intern - A Summer of Lust,The Intern - A Summer of Lust,2019.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
7413,Sweetwater,Sweetwater,2023.0,Not released status.,Not released status.,,,,,,
7420,DPMI-019 キャンギャル狂想脚 美月恋,DPMI-019 キャンギャル狂想脚 美月恋,2017.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
7428,A Trip to the Moon,Le Voyage dans la Lune,1907.0,Confidence below threshold (0.63 < 0.82).,Confidence below threshold (0.63 < 0.82).,A Trip to the Moon,A Trip to the Moon,,1230543.0,0.6295,
7431,Serenity,Serenity,2019.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
7442,Dark Crimes,Dark Crimes,2018.0,Best title similarity below threshold.,Best title similarity below threshold.,Dark Covenant - Secret of Secrets,Dark Covenant - Secret of Secrets,,1080720.0,0.4932,
7473,Arn: The Knight Templar,Arn: Tempelriddaren,2009.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
7481,The Flowers of War,金陵十三釵,2013.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
7483,Wild Strawberries,Smultronstället,2005.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
7491,Brimstone,Brimstone,2017.0,Confidence below threshold (0.78 < 0.82).,Confidence below threshold (0.78 < 0.82).,Brimstone & Glory,Brimstone & Glory,2017.0,444012.0,0.7762,
7502,Disclosure,Disclosure,1995.0,Best title similarity below threshold.,Best title similarity below threshold.,Full Disclosure: Government Cover-up on Alien Abduction,Full Disclosure: Government Cover-up on Alien Abduction,1995.0,1260740.0,0.6111,
7504,Normal,Normal,2008.0,Best title similarity below threshold.,Best title similarity below threshold.,Electric City: Far from Normal,Electric City: Far from Normal,2008.0,1012848.0,0.603,
7509,Life of Crime,Life of Crime,2014.0,Best title similarity below threshold.,Best title similarity below threshold.,behind the scenes of 'Life of Crime',behind the scenes of 'Life of Crime',2014.0,1532964.0,0.6373,
7556,The Gold Rush,The Gold Rush,1976.0,Confidence below threshold (0.60 < 0.82).,Confidence below threshold (0.60 < 0.82).,The Last Great American Gold Rush,The Last Great American Gold Rush,,837919.0,0.5968,
7563,The Lair of the White Worm,The Lair of the White Worm,2021.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
7568,Dangerous Liaisons,Dangerous Liaisons,1989.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
7575,Jeepers Creepers Returns,Jeepers Creepers O Regresso,2023.0,Not released status.,Not released status.,,,,,,
7605,Joshua Tree,Joshua Tree,1994.0,Confidence below threshold (0.78 < 0.82).,Confidence below threshold (0.78 < 0.82).,Joshua Tree,Joshua Tree,1993.0,26127.0,0.7821,
7611,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,2012.0,Confidence below threshold (0.82 < 0.82).,Confidence below threshold (0.82 < 0.82).,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,2011.0,49517.0,0.8157,
7628,The Order,The Order,2004.0,Best title similarity below threshold.,Best title similarity below threshold.,The Secret Underground Lectures of Commander X,The Secret Underground Lectures of Commander X,2004.0,352214.0,0.5888,
7645,Japanese Mom,일본 엄마,2017.0,duplicate_tmdb_id,duplicate_tmdb_id,Japanese Mom 2,일본 엄마 2,2017.0,560821.0,0.8858,560821.0
7650,Serpico,Serpico,1974.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,Serpico,Serpico,1973.0,9040.0,0.8102,
7651,JFK,JFK,1992.0,Best title similarity below threshold.,Best title similarity below threshold.,The JFK Conspiracy,The JFK Conspiracy,1992.0,840374.0,0.5824,
7658,Shaft,Shaft,1971.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
7667,Zombies,Zombies,2018.0,Confidence below threshold (0.59 < 0.82).,Confidence below threshold (0.59 < 0.82).,Swamp Zombies 2,Swamp Zombies 2,2018.0,528135.0,0.5915,
7706,Kite,カイト,2005.0,Best title similarity below threshold.,Best title similarity below threshold.,Carpe Diem Hardcore Kiteboarding,Carpe Diem Hardcore Kiteboarding,2005.0,114534.0,0.4096,
7718,Puppet Master,Puppet Master,1989.0,Best title similarity below threshold.,Best title similarity below threshold.,Puppetmaster,Puppetmaster,1989.0,26953.0,0.6729,
7723,The Signal,The Signal,2014.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
7736,Dogville,Dogville,2004.0,Confidence below threshold (0.72 < 0.82).,Confidence below threshold (0.72 < 0.82).,Dogville Confessions,Dogville Confessions,2004.0,140278.0,0.7196,
7740,Eraserhead,Eraserhead,1980.0,Best title similarity below threshold.,Best title similarity below threshold.,Eraserheads: The Final Set Concert,Eraserheads: The Final Set Concert,,1423815.0,0.5356,
7747,The Key,鍵,1983.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
7784,Dance of the Vampires,Dance of the Vampires,1968.0,Best title similarity below threshold.,Best title similarity below threshold.,The Fearless Vampire Killers,The Fearless Vampire Killers,1967.0,3053.0,0.6337,
7786,Airheads,Airheads,1995.0,Confidence below threshold (0.68 < 0.82).,Confidence below threshold (0.68 < 0.82).,Airheads Special Report,Airheads Special Report,1995.0,1652802.0,0.684,
7788,Death Wish,Death Wish,1975.0,Best title similarity below threshold.,Best title similarity below threshold.,The Executioner,Cellat,1975.0,154322.0,0.4761,
7795,Last Moment of Clarity,Last Moment of Clarity,2022.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
7810,The Wages of Fear,Le Salaire de la peur,1977.0,Best title similarity below threshold.,Best title similarity below threshold.,Short Cuts: Le Salaire de la Peur de Henri-Georges Clouzot,Short Cuts: Le Salaire de la Peur de Henri-Georges Clouzot,,1209877.0,0.5068,
7851,The Enforcer,The Enforcer,1977.0,Confidence below threshold (0.54 < 0.82).,Confidence below threshold (0.54 < 0.82).,The Enforcer and the Pussycats,The Enforcer and the Pussycats,1977.0,996368.0,0.5373,
7852,Killers of the Flower Moon,Killers of the Flower Moon,2023.0,Not released status.,Not released status.,,,,,,
7866,Chocolat,Chocolat,2001.0,Best title similarity below threshold.,Best title similarity below threshold.,Great Chefs: Chocolate Passion,Great Chefs: Chocolate Passion,2001.0,312673.0,0.6567,
7889,Judgment at Nuremberg,Judgment at Nuremberg,1985.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
7897,"No Retreat, No Surrender 2: Raging Thunder","No Retreat, No Surrender 2: Raging Thunder",1989.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
7898,A Good Year,A Good Year,2007.0,Confidence below threshold (0.69 < 0.82).,Confidence below threshold (0.69 < 0.82).,A Thousand Years of Good Prayers,A Thousand Years of Good Prayers,2007.0,4890.0,0.6872,
7906,25th Hour,25th Hour,2003.0,Best title similarity below threshold.,Best title similarity below threshold.,The Evolution of an American Filmmaker,The Evolution of an American Filmmaker,2003.0,1168421.0,0.5503,
7907,The Kid,The Kid,2021.0,Confidence below threshold (0.78 < 0.82).,Confidence below threshold (0.78 < 0.82).,The 2020 Kid,The 2020 Kid,2021.0,863652.0,0.7826,
7908,The Kid,The Kid,2021.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
7929,Darker Shades of Summer,Darker Shades of Summer,2023.0,Not released status.,Not released status.,,,,,,
7947,Martyrs,Martyrs,2016.0,Confidence below threshold (0.69 < 0.82).,Confidence below threshold (0.69 < 0.82).,Martyrs of Marriage,Martyrs of Marriage,2016.0,512090.0,0.6869,
7958,Letters from Iwo Jima,Letters from Iwo Jima,2007.0,Best title similarity below threshold.,Best title similarity below threshold.,"Red Sun, Black Sand: The Making of 'Letters from Iwo Jima'","Red Sun, Black Sand: The Making of 'Letters from Iwo Jima'",2007.0,1517579.0,0.6306,
7960,Shark Bait,Shark Bait,2008.0,Confidence below threshold (0.66 < 0.82).,Confidence below threshold (0.66 < 0.82).,Shark Bait,Haien kommer,2009.0,680891.0,0.6638,
7972,솔라 플라워,솔라 플라워,2023.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
7975,Play Dead,Play Dead,2023.0,Confidence below threshold (0.74 < 0.82).,Confidence below threshold (0.74 < 0.82).,Play Dead!,Fais le mort !,2023.0,1211332.0,0.7381,
8002,21 Grams,21 Grams,2004.0,Confidence below threshold (0.67 < 0.82).,Confidence below threshold (0.67 < 0.82).,21 Grams: In Fragments,21 Grams: In Fragments,2004.0,1099478.0,0.6668,
8004,Dragon Rider,Dragon Rider,2021.0,Best title similarity below threshold.,Best title similarity below threshold.,Kamen Rider Saber: Gather! Hero! The Explosive Dragon TVKun,超てれびくん 超バトルDVD 超学館特装 仮面ライダーセイバー 集え！ヒーロー‼ 爆誕ドラゴンてれびくん,2021.0,869358.0,0.4646,
8032,Fullmetal Alchemist the Movie: The Sacred Star of Milos,鋼の錬金術師 嘆きの丘(ミロス)の聖なる星,2012.0,Confidence below threshold (0.79 < 0.82).,Confidence below threshold (0.79 < 0.82).,Fullmetal Alchemist: The Sacred Star of Milos,鋼の錬金術師 嘆きの丘（ミロス）の聖なる星,2011.0,80518.0,0.7927,
8043,Vital Sign,送院途中,2023.0,Confidence below threshold (0.63 < 0.82).,Confidence below threshold (0.63 < 0.82).,Vital Signs,Vital Signs,,1061148.0,0.6286,
8051,Day of the Dead,Day of the Dead,2008.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
8061,Gold,Gold,2017.0,Confidence below threshold (0.76 < 0.82).,Confidence below threshold (0.76 < 0.82).,Gold,Oro,2017.0,436830.0,0.7586,
8074,El Cid,El Cid,1962.0,Best title similarity below threshold.,Best title similarity below threshold.,The Sword of El Cid,La spada del Cid,1962.0,303610.0,0.6843,
8115,Little Women,Little Women,1994.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
8117,The Young and Prodigious T.S. Spivet,The Young and Prodigious T.S. Spivet,2014.0,Best title similarity below threshold.,Best title similarity below threshold.,Riding a Train of Thoughts,Le train où vont les choses,2014.0,324664.0,0.4511,
8131,Royal Space Force - The Wings Of Honneamise,王立宇宙軍 オネアミスの翼,2007.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
8132,Thunder Monk,Thunder Monk,2023.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
8136,Fatima,Fatima,2021.0,Confidence below threshold (0.74 < 0.82).,Confidence below threshold (0.74 < 0.82).,Fatima's Job,Fatima's Job,2021.0,1086656.0,0.744,
8155,Los perros,Los perros,2018.0,Confidence below threshold (0.72 < 0.82).,Confidence below threshold (0.72 < 0.82).,La felicidad de los perros,La felicidad de los perros,2018.0,564010.0,0.725,
8171,Live by Night,Live by Night,2017.0,Best title similarity below threshold.,Best title similarity below threshold.,National Theatre Live: Twelfth Night,National Theatre Live: Twelfth Night,2017.0,444449.0,0.6478,
8185,Burlesque,Burlesque,2011.0,Confidence below threshold (0.77 < 0.82).,Confidence below threshold (0.77 < 0.82).,Burlesque Massacre,Burlesque Massacre,2011.0,145210.0,0.7677,
8208,Shortbus,Shortbus,2007.0,Best title similarity below threshold.,Best title similarity below threshold.,Gifted and Challenged: The Making of 'Shortbus',Gifted and Challenged: The Making of 'Shortbus',2007.0,437551.0,0.5988,
8210,The Guardian Brothers,小门神,2017.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
8211,Cats,猫与桃花源,2019.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
8212,Society,Society,1992.0,Confidence below threshold (0.67 < 0.82).,Confidence below threshold (0.67 < 0.82).,Dread Poets' Society,Dread Poets' Society,1992.0,991670.0,0.6743,
8217,Bad Santa,Bad Santa,2004.0,Confidence below threshold (0.82 < 0.82).,Confidence below threshold (0.82 < 0.82).,Bad Santa,Bad Santa,2003.0,10147.0,0.8161,
8219,Death at a Funeral,Death at a Funeral,2010.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
8235,Madame Evening Glory,夕顔夫人,1976.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
8243,A Turtle's Tale 2: Sammy's Escape from Paradise,A Turtle's Tale 2: Sammy's Escape from Paradise,2013.0,Confidence below threshold (0.80 < 0.82).,Confidence below threshold (0.80 < 0.82).,A Turtle's Tale 2: Sammy's Escape from Paradise,A Turtle's Tale 2: Sammy's Escape from Paradise,2012.0,113594.0,0.8036,
8248,I Love You Phillip Morris,I Love You Phillip Morris,2009.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,I Love You Phillip Morris,I Love You Phillip Morris,2010.0,8952.0,0.812,
8250,Armored,Armored,2010.0,Best title similarity below threshold.,Best title similarity below threshold.,Armored Trooper VOTOMS: Finder,ボトムズファインダー,2010.0,418452.0,0.4822,
8253,From Here to Eternity,From Here to Eternity,2001.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
8260,Happy Together,春光乍洩,1997.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,Happy Together,春光乍洩,1997.0,18329.0,0.929,
8272,To Leslie,To Leslie,2023.0,Best title similarity below threshold.,Best title similarity below threshold.,Reportin’ for Duty: A Tribute to Leslie Jordan,Reportin’ for Duty: A Tribute to Leslie Jordan,2023.0,1131689.0,0.6123,
8279,Romance & Cigarettes,Romance & Cigarettes,2007.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
8284,West Side Story,West Side Story,1961.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
8294,Si Saben Como me pongo Pa Que Me Invitan? 2,Si Saben Como me pongo Pa Que Me Invitan? 2,2022.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
8299,After,After,2014.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,After,After,2014.0,520185.0,0.9149,
8300,After,After,2014.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
8303,Jesus,Jesus,1999.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
8319,The Exception,The Exception,2018.0,Confidence below threshold (0.71 < 0.82).,Confidence below threshold (0.71 < 0.82).,2e2: Teaching the Twice Exceptional,2e2: Teaching the Twice Exceptional,2018.0,581835.0,0.7106,
8334,Cairo Conspiracy,Boy from Heaven,2023.0,Confidence below threshold (0.75 < 0.82).,Confidence below threshold (0.75 < 0.82).,Cairo Conspiracy,La Conspiration du Caire,2022.0,788977.0,0.7468,
8361,Bandits,Bandits,2002.0,Confidence below threshold (0.74 < 0.82).,Confidence below threshold (0.74 < 0.82).,Bikini Bandits,Bikini Bandits,2002.0,72581.0,0.7367,
8376,A Mermaid in Paris,Une sirène à Paris,2022.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
8392,Asterix and the Vikings,Astérix et les Vikings,2008.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
8396,Wicked City,幼獣都市,1994.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
8405,Bicycle Thieves,Ladri di biciclette,1950.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
8425,Two Night Stand,Two Night Stand,2015.0,Best title similarity below threshold.,Best title similarity below threshold.,Cheuk Wan-Chi: You Look So Single,Cheuk Wan-Chi: You Look So Single,2015.0,529546.0,0.6025,
8447,The Invitation,The Invitation,2015.0,Best title similarity below threshold.,Best title similarity below threshold.,Eddie Bravo Invitational 5: The Lightweights (155 Pounds),Eddie Bravo Invitational 5: The Lightweights (155 Pounds),2015.0,487720.0,0.6359,
8459,Timeline,Timeline,2004.0,Best title similarity below threshold.,Best title similarity below threshold.,Journey Through 'Timeline',Journey Through 'Timeline',2004.0,1317030.0,0.6569,
8465,The Legend of the Galactic Heroes: Die Neue These Seiran 1,銀河英雄伝説 Die Neue These 星乱 第一章,2019.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,The Legend of the Galactic Heroes: Die Neue These Seiran 1,銀河英雄伝説 Die Neue These 星乱 第一章,2019.0,516052.0,1.0,
8472,Swingers,Swingers,1997.0,Best title similarity below threshold.,Best title similarity below threshold.,Austin Powers' Electric Psychedelic Pussycat Swingers Club,Austin Powers' Electric Psychedelic Pussycat Swingers Club,1997.0,701123.0,0.5733,
8473,Black Rain,Black Rain,1990.0,Best title similarity below threshold.,Best title similarity below threshold.,Midnight Oil - Black Rain Falls,Midnight Oil - Black Rain Falls,1990.0,44236.0,0.6916,
8479,The General,The General,1984.0,Best title similarity below threshold.,Best title similarity below threshold.,将军与孤女,将军与孤女,1984.0,1018893.0,0.325,
