source_row_id,names,orig_title,release_year,reason,unmatched_reason,best_candidate_title,best_candidate_original_title,best_candidate_year,best_candidate_tmdb_id,best_candidate_confidence,duplicate_of_tmdb_id
80,A Frozen Rooster,Huevitos Congelados,2022.0,Confidence below threshold (0.78 < 0.82).,Confidence below threshold (0.78 < 0.82).,Little Eggs: A Frozen Rescue,Huevitos congelados,2022.0,573171.0,0.7829,
96,Scream,Scream,2022.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
97,Devotion,Devotion,2023.0,Confidence below threshold (0.71 < 0.82).,Confidence below threshold (0.71 < 0.82).,Seductive Devotion,Seductive Devotion,2023.0,1302554.0,0.7122,
105,Smile,Smile,2022.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,Smile,Smile,2022.0,882598.0,0.9498,
109,The Ten Commandments,The Ten Commandments,1958.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
110,The Ten Commandments,The Ten Commandments,1958.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
117,Fast X,Fast X,2023.0,Not released status.,Not released status.,,,,,,
151,Sisu,Sisu,2023.0,Best title similarity below threshold.,Best title similarity below threshold.,Scrapper,Scrapper,2023.0,935906.0,0.3917,
168,Babylon,Babylon,2023.0,Confidence below threshold (0.79 < 0.82).,Confidence below threshold (0.79 < 0.82).,Evil Babylon,Evil Babylon,2023.0,1155563.0,0.7872,
170,The Lost City,The Lost City,2022.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
195,Close,Close,2023.0,Confidence below threshold (0.77 < 0.82).,Confidence below threshold (0.77 < 0.82).,Close,Close,2023.0,1209780.0,0.7673,
203,Polar,Polar,2022.0,Confidence below threshold (0.77 < 0.82).,Confidence below threshold (0.77 < 0.82).,Polar,Polaire,2022.0,995719.0,0.7687,
212,The Avengers,The Avengers,2012.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
216,The Little Mermaid,The Little Mermaid,2023.0,Not released status.,Not released status.,,,,,,
222,Brothers,Brothers,2010.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
229,Transformers: Rise of the Beasts,Transformers: Rise of the Beasts,2023.0,Not released status.,Not released status.,,,,,,
231,Spider-Man: Across the Spider-Verse,Spider-Man: Across the Spider-Verse,2023.0,Not released status.,Not released status.,,,,,,
235,I Believe,I Believe,2017.0,Best title similarity below threshold.,Best title similarity below threshold.,"I’ve believed, I believe",Верила-Верю,2017.0,560546.0,0.4829,
239,Ben-Hur,Ben-Hur,1960.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,Ben-Hur,Ben-Hur,1959.0,665.0,0.8118,
240,Ben-Hur,Ben-Hur,1960.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
288,Mortal Kombat,Mortal Kombat,2021.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
305,Housewife Sex Slaves: Hatano Yui,人妻性奴隷 波多野結衣,2015.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
328,The Lion King,The Lion King,1994.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
344,The Princess and the Frog,The Princess and the Frog,2010.0,Confidence below threshold (0.55 < 0.82).,Confidence below threshold (0.55 < 0.82).,Princess Tukky,ตุ๊กกี้ เจ้าหญิงขายกบ,2010.0,217952.0,0.5493,
373,Barbie,Barbie,2023.0,Not released status.,Not released status.,,,,,,
380,Scream,Scream,1997.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
389,The Good Dinosaur,The Good Dinosaur,2016.0,Confidence below threshold (0.77 < 0.82).,Confidence below threshold (0.77 < 0.82).,The Good Dinosaur: Hide and Seek,The Good Dinosaur: Hide and Seek,2016.0,701170.0,0.7704,
397,Pinocchio,Pinocchio,2022.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
398,Pinocchio,Pinocchio,2022.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
414,Guardians of the Galaxy Volume 3,Guardians of the Galaxy Volume 3,2023.0,Not released status.,Not released status.,,,,,,
417,Mulan,Mulan,1998.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,Mulan,Mulan,1998.0,441705.0,0.9241,
418,Mulan,Mulan,1998.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
422,Dungeons & Dragons,Dungeons & Dragons,2001.0,Best title similarity below threshold.,Best title similarity below threshold.,"The Making of ""Dungeons and Dragons""","The Making of ""Dungeons and Dragons""",2001.0,1229217.0,0.6771,
439,Terrifier,Terrifier,2016.0,Confidence below threshold (0.73 < 0.82).,Confidence below threshold (0.73 < 0.82).,Terrifier 4,Terrifier 4,,1320786.0,0.7326,
450,Twilight,Twilight,2008.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
463,After,After,2019.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
469,The Emperor's New Groove,The Emperor's New Groove,2001.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,The Emperor's New Groove,The Emperor's New Groove,2000.0,11688.0,0.8082,
472,The Lion King,The Lion King,2019.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
495,Cinderella,Cinderella,1950.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
506,Ben-Hur,Ben-Hur,2016.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
524,Dune,Dune,2021.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
530,The princess,La Princesa,2022.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
537,Hidden Figures,Hidden Figures,2017.0,Best title similarity below threshold.,Best title similarity below threshold.,It All Adds Up - The Making of Hidden Figures,It All Adds Up - The Making of Hidden Figures,2017.0,1533402.0,0.6789,
559,Monster Hunter,Monster Hunter,2021.0,Confidence below threshold (0.72 < 0.82).,Confidence below threshold (0.72 < 0.82).,Monster Hunter: Legends of the Guild,Monster Hunter: Legends of the Guild,2021.0,851281.0,0.7208,
564,The Exorcist,The Exorcist,2001.0,Confidence below threshold (0.58 < 0.82).,Confidence below threshold (0.58 < 0.82).,The Exorcist's Vengeful Curse,陰陽師 呪詛返し,2001.0,1044117.0,0.5848,
567,Extraction 2,Extraction 2,2023.0,Not released status.,Not released status.,,,,,,
571,I Am Legend,I Am Legend,2008.0,Confidence below threshold (0.78 < 0.82).,Confidence below threshold (0.78 < 0.82).,I Am Legend Awakening,I Am Legend Awakening,2008.0,711827.0,0.7792,
599,The Green Mile,The Green Mile,2000.0,Best title similarity below threshold.,Best title similarity below threshold.,Walking the Mile: The Making of The Green Mile,Walking the Mile: The Making of The Green Mile,2000.0,456703.0,0.6743,
602,Mulan,Mulan,2020.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
618,The Man from Earth,The Man from Earth,2008.0,Confidence below threshold (0.82 < 0.82).,Confidence below threshold (0.82 < 0.82).,The Man from Earth,The Man from Earth,2007.0,13363.0,0.8156,
626,Venom,Venom,2018.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
627,Catch Me If You Can,Catch Me If You Can,2003.0,Confidence below threshold (0.74 < 0.82).,Confidence below threshold (0.74 < 0.82).,Catch Me If You Can: Behind the Camera,Catch Me If You Can: Behind the Camera,2003.0,459682.0,0.7399,
644,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2014.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
652,The Stranger,The Stranger,2022.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,The Stranger,The Stranger,2022.0,848791.0,0.9374,
660,American Sniper,American Sniper,2015.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,The Real American Sniper,The Real American Sniper,2015.0,389070.0,0.8134,
662,Lobo Feroz,Lobo Feroz,2023.0,Confidence below threshold (0.78 < 0.82).,Confidence below threshold (0.78 < 0.82).,Ferocious Wolf,Lobo feroz,2023.0,800085.0,0.775,
672,Beauty and the Beast,Beauty and the Beast,1992.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,Beauty and the Beast,Beauty and the Beast,1992.0,269854.0,0.9186,
673,Beauty and the Beast,Beauty and the Beast,1992.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
685,Life Is Beautiful,La vita è bella,2006.0,Confidence below threshold (0.57 < 0.82).,Confidence below threshold (0.57 < 0.82).,Life Is Beautiful,زندگی زیباست,,1272662.0,0.575,
702,The Mummy,The Mummy,1999.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
714,Dragon Ball Z: Fusion Reborn,ドラゴンボールZ 復活のフュージョン!! 悟空とベジータ,2006.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
720,The Evil Dead,The Evil Dead,1983.0,Best title similarity below threshold.,Best title similarity below threshold.,Amityville Barbi,Amityville Barbi,,1383683.0,0.4596,
725,Cinderella,Cinderella,2015.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
728,1917,1917,2020.0,Best title similarity below threshold.,Best title similarity below threshold.,1917: The Real Story,1917: The Real Story,2020.0,702817.0,0.6137,
748,Coherence,Coherence,2013.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,Coherence,Coherence,2014.0,220289.0,0.8136,
774,Rocky,Rocky,1977.0,Best title similarity below threshold.,Best title similarity below threshold.,The Incredible Rocky Mountain Race,The Incredible Rocky Mountain Race,1977.0,110123.0,0.575,
780,The Lion King II: Simba's Pride,The Lion King II: Simba's Pride,2000.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
785,Fortress,Fortress,2022.0,Confidence below threshold (0.77 < 0.82).,Confidence below threshold (0.77 < 0.82).,Fortress of Sin,Fortress of Sin,2022.0,954509.0,0.7703,
796,The Flash,The Flash,2023.0,Not released status.,Not released status.,,,,,,
801,The Nun 2,The Nun 2,2023.0,Not released status.,Not released status.,,,,,,
807,Hercules,Hercules,1997.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
828,Alice in Wonderland,Alice in Wonderland,2010.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
843,Knights of the Zodiac,Knights of the Zodiac,2023.0,Not released status.,Not released status.,,,,,,
848,Beauty and the Beast,Beauty and the Beast,2017.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
859,The Karate Kid,The Karate Kid,2010.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
885,Sing,Sing,2016.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
888,Lady Chatterley's Lover,Lady Chatterley's Lover,2022.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,Lady Chatterley's Lover,Lady Chatterley's Lover,2022.0,814338.0,0.9227,
889,The Great Wall,The Great Wall,2017.0,Confidence below threshold (0.73 < 0.82).,Confidence below threshold (0.73 < 0.82).,Flying the Great Wall,Flying the Great Wall,2017.0,782585.0,0.7321,
892,Aladdin,Aladdin,2019.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
894,The Jungle Book,The Jungle Book,1968.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
909,Jack Reacher,Jack Reacher,2013.0,Best title similarity below threshold.,Best title similarity below threshold.,Jack Reacher: When the Man Comes Around,Jack Reacher: When the Man Comes Around,2013.0,1045592.0,0.681,
913,The Addams Family,The Addams Family,2019.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
919,No Manches Frida,No Manches Frida,2016.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,"No manches, Frida","No manches, Frida",2016.0,375794.0,0.8099,
923,No Manches Frida 2,No Manches Frida 2,2019.0,Confidence below threshold (0.71 < 0.82).,Confidence below threshold (0.71 < 0.82).,"No manches, Frida 2: paraíso destruido","No manches, Frida 2: paraíso destruido",2019.0,554596.0,0.7101,
945,Till,Till,2023.0,Best title similarity below threshold.,Best title similarity below threshold.,Till Death Do Us,Till Death Do Us,2023.0,1174273.0,0.6357,
956,"Salò, or the 120 Days of Sodom",Salò o le 120 giornate di Sodoma,1993.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
983,Mira,Mira,2022.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
990,Bambi,Bambi,1943.0,Best title similarity below threshold.,Best title similarity below threshold.,The Children Are Watching Us,I bambini ci guardano,1943.0,61461.0,0.4353,
1009,The Fabelmans,The Fabelmans,2023.0,Confidence below threshold (0.71 < 0.82).,Confidence below threshold (0.71 < 0.82).,The Fabelmans: A Family in Film,The Fabelmans: A Family in Film,2023.0,1201609.0,0.71,
1021,Lolita,Lolita,1997.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1035,Ladybug & Cat Noir: The Movie,"Miraculous, le film",2023.0,Not released status.,Not released status.,,,,,,
1061,Jeepers Creepers,Jeepers Creepers,2002.0,Confidence below threshold (0.82 < 0.82).,Confidence below threshold (0.82 < 0.82).,Jeepers Creepers,Jeepers Creepers,2001.0,8922.0,0.8187,
1062,Before I Wake,Before I Wake,2018.0,Confidence below threshold (0.72 < 0.82).,Confidence below threshold (0.72 < 0.82).,If I Should Die Before I Wake,If I Should Die Before I Wake,2018.0,858781.0,0.7223,
1068,One Shot,One Shot,2022.0,Confidence below threshold (0.66 < 0.82).,Confidence below threshold (0.66 < 0.82).,One More Shot,神兵特攻,2022.0,875279.0,0.6581,
1079,Pinocchio,Pinocchio,1940.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1080,Pinocchio,Pinocchio,1940.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1098,Ong Bak: Muay Thai Warrior,องค์บาก,2005.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
1113,The Lion King 11⁄2,The Lion King 11⁄2,2004.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
1119,Red Shoes and the Seven Dwarfs,레드슈즈,2020.0,Confidence below threshold (0.75 < 0.82).,Confidence below threshold (0.75 < 0.82).,Red Shoes and the Seven Dwarfs,레드슈즈,2019.0,486589.0,0.75,
1120,Cruel Fixation,Cruel Fixation,2019.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
1128,Black Clover: Sword of the Wizard King,ブラッククローバー 魔法帝の剣,2023.0,Not released status.,Not released status.,,,,,,
1130,La Llorona,La Llorona,2020.0,Confidence below threshold (0.62 < 0.82).,Confidence below threshold (0.62 < 0.82).,Curse of La Llorona,Curse of La Llorona,2020.0,852986.0,0.6247,
1132,Aladdin,Aladdin,1993.0,Confidence below threshold (0.74 < 0.82).,Confidence below threshold (0.74 < 0.82).,Aladin,Aladin und die Wunderlampe,1993.0,687967.0,0.7421,
1133,Aladdin,Aladdin,1993.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1136,Alice in Wonderland,Alice in Wonderland,1951.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1162,Bolt,Bolt,2009.0,Best title similarity below threshold.,Best title similarity below threshold.,Super Rhino,Super Rhino,2009.0,16604.0,0.5283,
1164,It's a Wonderful Life,It's a Wonderful Life,1948.0,Confidence below threshold (0.77 < 0.82).,Confidence below threshold (0.77 < 0.82).,It's a Wonderful Life,It's a Wonderful Life,,1258547.0,0.7705,
1184,Hercules,Hercules,2014.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1185,Barbie as The Princess & the Pauper,Barbie as The Princess & the Pauper,2017.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
1204,Hellboy,Hellboy,2019.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1219,Peter Pan,Peter Pan,1953.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1233,Clash of the Titans,Clash of the Titans,2010.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1270,Django Unchained,Django Unchained,2013.0,Best title similarity below threshold.,Best title similarity below threshold.,Django Unchained: Reimagining The Spaghetti Western: A Making-Of Documentary,Django Unchained: Reimagining The Spaghetti Western: A Making-Of Documentary,2013.0,1062853.0,0.6054,
1274,Princess Principal Crown Handler: Chapter 2,プリンセス・プリンシパル Crown Handler 第2章,2021.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,Princess Principal Crown Handler: Chapter 2,プリンセス・プリンシパル Crown Handler 第2章,2021.0,843267.0,0.8869,
1275,Blue Beetle,Blue Beetle,2023.0,Not released status.,Not released status.,,,,,,
1300,Barbie as Rapunzel,Barbie as Rapunzel,2017.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
1301,Strays,Strays,2023.0,Not released status.,Not released status.,,,,,,
1306,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo",1969.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
1310,Princess Principal Crown Handler: Chapter 1,プリンセス・プリンシパル Crown Handler 第1章,2021.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,Princess Principal Crown Handler: Chapter 2,プリンセス・プリンシパル Crown Handler 第2章,2021.0,843267.0,0.9191,
1325,"Alice, Darling","Alice, Darling",2023.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,"Alice, Darling","Alice, Darling",2022.0,850028.0,0.8053,
1335,Home,Home,2015.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1336,Home,Home,2015.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1342,Heat,Heat,1996.0,Confidence below threshold (0.76 < 0.82).,Confidence below threshold (0.76 < 0.82).,Heathens,Heathens,1996.0,1660336.0,0.7634,
1350,Little Women,Little Women,2020.0,Confidence below threshold (0.68 < 0.82).,Confidence below threshold (0.68 < 0.82).,Little Big Women,孤味,2020.0,739269.0,0.6761,
1351,Little Women,Little Women,2020.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1366,My Neighbor Totoro,となりのトトロ,1991.0,Confidence below threshold (0.50 < 0.82).,Confidence below threshold (0.50 < 0.82).,となりのトトロ コレクション,となりのトトロ コレクション,,1687719.0,0.5,
1377,Good Will Hunting,Good Will Hunting,1998.0,Confidence below threshold (0.82 < 0.82).,Confidence below threshold (0.82 < 0.82).,Good Will Hunting,Good Will Hunting,1997.0,489.0,0.8158,
1386,Godzilla,Godzilla,2014.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1387,Wife's Mom 2,아내의 엄마 2,2019.0,Confidence below threshold (0.77 < 0.82).,Confidence below threshold (0.77 < 0.82).,My Wife's Mom 2,내 아내의 엄마 2,2020.0,714903.0,0.7672,
1388,Ghost Rider: Spirit of Vengeance,Ghost Rider: Spirit of Vengeance,2012.0,Confidence below threshold (0.74 < 0.82).,Confidence below threshold (0.74 < 0.82).,The Path to Vengeance: Making 'Ghost Rider: Spirit of Vengeance',The Path to Vengeance: Making 'Ghost Rider: Spirit of Vengeance',2012.0,1092469.0,0.7387,
1401,An Egg Rescue,Un rescate de huevitos,2022.0,Confidence below threshold (0.72 < 0.82).,Confidence below threshold (0.72 < 0.82).,Little Eggs: A Frozen Rescue,Huevitos congelados,2022.0,573171.0,0.7157,
1419,The Jungle Book,The Jungle Book,2016.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1432,Valley of the Dead,Malnazidos,2022.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
1452,Caligula,Caligola,1981.0,Confidence below threshold (0.58 < 0.82).,Confidence below threshold (0.58 < 0.82).,Caligula's Daughter,A Filha de Calígula,1981.0,440697.0,0.5803,
1463,The Revenant,The Revenant,2016.0,Best title similarity below threshold.,Best title similarity below threshold.,A World Unseen: 'The Revenant',A World Unseen: 'The Revenant',2016.0,379053.0,0.666,
1464,Shaolin Soccer,少林足球,2004.0,Best title similarity below threshold.,Best title similarity below threshold.,Silly Kung Fu Family,功夫老爸,2004.0,71749.0,0.4349,
1478,Legend,Legend,2015.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1480,Insidious: The Red Door,Insidious: The Red Door,2023.0,Not released status.,Not released status.,,,,,,
1487,The Texas Chainsaw Massacre,The Texas Chainsaw Massacre,2003.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1496,Lawrence of Arabia,Lawrence of Arabia,1963.0,Confidence below threshold (0.82 < 0.82).,Confidence below threshold (0.82 < 0.82).,Lawrence of Arabia,Lawrence of Arabia,1962.0,947.0,0.819,
1506,Hachi: A Dog's Tale,Hachi: A Dog's Tale,2010.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,Hachi: A Dog's Tale,Hachi: A Dog's Tale,2009.0,28178.0,0.8128,
1533,Princess Mononoke,もののけ姫,2001.0,Confidence below threshold (0.78 < 0.82).,Confidence below threshold (0.78 < 0.82).,Princess Mononoke in the U.S.A.,もののけ姫 in U.S.A.,2001.0,605863.0,0.7812,
1546,Indiana Jones and the Dial of Destiny,Indiana Jones and the Dial of Destiny,2023.0,Not released status.,Not released status.,,,,,,
1551,TÁR,TÁR,2023.0,Best title similarity below threshold.,Best title similarity below threshold.,Ekda Yeun Tar Bagha,एकदा येऊन तर बघा,2023.0,1192941.0,0.3561,
1560,Good Mother 3,착한 엄마 3,2019.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
1564,Ghostbusters,Ghostbusters,2016.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1574,The Addams Family,The Addams Family,1991.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1608,Fate/Grand Order the Movie: Divine Realm of the Round Table: Camelot Wandering; Agateram,Fate/Grand Order -神聖円卓領域キャメロット- 前編 Wandering; Agateram,2021.0,duplicate_tmdb_id,duplicate_tmdb_id,Fate/Grand Order the Movie: Divine Realm of the Round Table: Camelot 2 Paladin; Agateram,Fate/Grand Order -神聖円卓領域キャメロット-後編 Paladin; Agateram,2021.0,637462.0,0.8272,637462.0
1636,House of Wax,House of Wax,2005.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1653,Paranormal Activity,Paranormal Activity,2009.0,Confidence below threshold (0.79 < 0.82).,Confidence below threshold (0.79 < 0.82).,Paranormal Activity 2,Paranormal Activity 2,2010.0,41436.0,0.7881,
1659,Zack and Miri Make a Porno,Zack and Miri Make a Porno,2009.0,Confidence below threshold (0.72 < 0.82).,Confidence below threshold (0.72 < 0.82).,Popcorn Porn: Watching 'Zack and Miri Make a Porno',Popcorn Porn: Watching 'Zack and Miri Make a Porno',2009.0,66830.0,0.7167,
1664,Elemental,Elemental,2023.0,Not released status.,Not released status.,,,,,,
1669,Moses,Moses,1995.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,Moses,Moses,1996.0,181605.0,0.8126,
1681,Rocky Balboa,Rocky Balboa,2007.0,Best title similarity below threshold.,Best title similarity below threshold.,Skill vs. Will: The Making of 'Rocky Balboa',Skill vs. Will: The Making of 'Rocky Balboa',2007.0,1053954.0,0.5518,
1689,Akira,AKIRA,1990.0,Best title similarity below threshold.,Best title similarity below threshold.,Dreams,夢,1990.0,12516.0,0.6203,
1693,Dawn of the Dead,Dawn of the Dead,2004.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1702,Casino Royale,Casino Royale,2006.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1703,Alvin and the Chipmunks,Alvin and the Chipmunks,2008.0,Confidence below threshold (0.69 < 0.82).,Confidence below threshold (0.69 < 0.82).,Alvin and the Chipmunks: Daytona Jones and the Pearl of Wisdom,Alvin and the Chipmunks: Daytona Jones and the Pearl of Wisdom,2008.0,352783.0,0.6943,
1712,Ocean's Eleven,Ocean's Eleven,2002.0,Best title similarity below threshold.,Best title similarity below threshold.,'Ocean's Eleven': The Look of the Con,'Ocean's Eleven': The Look of the Con,2002.0,961030.0,0.5841,
1718,Life of Pi,Life of Pi,2013.0,Best title similarity below threshold.,Best title similarity below threshold.,Life of Pi: A Filmmaker's Epic Journey,Life of Pi: A Filmmaker's Epic Journey,2013.0,1155480.0,0.6528,
1720,Hell of Roses,団鬼六 薔薇地獄,1980.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
1730,Jackie Chan Kung Fu Master,Xun zhao Cheng Long,2009.0,Confidence below threshold (0.78 < 0.82).,Confidence below threshold (0.78 < 0.82).,Looking for Jackie,寻找成龙,2009.0,45682.0,0.775,
1731,The Call of Sex,La llamada del sexo,1979.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
1737,Planet of the Apes,Planet of the Apes,2001.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1754,Léon: The Professional,Léon: The Professional,1995.0,Confidence below threshold (0.75 < 0.82).,Confidence below threshold (0.75 < 0.82).,Léon: The Professional,Léon,1994.0,101.0,0.75,
1776,Porno document: Toruko tokkyû bin,ポルノドキュメント トルコ特急便,1982.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
1788,Snowpiercer,Snowpiercer,2014.0,Best title similarity below threshold.,Best title similarity below threshold.,"Snowpiercer: Transperceneige, From the Blank Page to the Black Screen","Snowpiercer: Transperceneige, From the Blank Page to the Black Screen",2014.0,615902.0,0.4111,
1790,Ip Man: Kung Fu Master,宗师叶问,2021.0,Best title similarity below threshold.,Best title similarity below threshold.,Ip Man: The Awakening,叶问宗师觉醒,2021.0,875104.0,0.6666,
1809,Queenpins,Queenpins,2022.0,Confidence below threshold (0.71 < 0.82).,Confidence below threshold (0.71 < 0.82).,Narco Wars: Queenpins,Narco Wars: Queenpins,2022.0,1080199.0,0.7087,
1830,The Voyeur,L'uomo che guarda,1994.0,Confidence below threshold (0.45 < 0.82).,Confidence below threshold (0.45 < 0.82).,"Mirror, Mirror III: The Voyeur","Mirror, Mirror III: The Voyeur",1995.0,92707.0,0.4512,
1833,Kiki's Delivery Service,魔女の宅急便,1991.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
1847,Anastasia,Anastasia,1998.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,Anastasia,Anastasia,1997.0,698321.0,0.828,
1851,Dumb and Dumber To,Dumb and Dumber To,2015.0,Confidence below threshold (0.68 < 0.82).,Confidence below threshold (0.68 < 0.82).,"""That's Awesome!"": The Story of 'Dumb and Dumber To'","""That's Awesome!"": The Story of 'Dumb and Dumber To'",2015.0,336076.0,0.6849,
1884,Whisper of the Heart,耳をすませば,2006.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
1891,The Apocalypse,The Apocalypse,2000.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
1893,The Hunchback of Notre Dame,The Hunchback of Notre Dame,1996.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,The Hunchback of Notre Dame,The Hunchback of Notre Dame,1996.0,10545.0,0.9461,
1900,Life,Life,2017.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1904,"Ruby Gillman, Teenage Kraken","Ruby Gillman, Teenage Kraken",2023.0,Not released status.,Not released status.,,,,,,
1915,King Kong,King Kong,2005.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
